"GEO_ID","NAME","B19001_001E","B19001_001EA","B19001_001M","B19001_001MA","B19001_002E","B19001_002EA","B19001_002M","B19001_002MA","B19001_003E","B19001_003M","B19001_003MA","B19001_003EA","B19001_004E","B19001_004EA","B19001_004M","B19001_004MA","B19001_005E","B19001_005EA","B19001_005M","B19001_005MA","B19001_006E","B19001_006EA","B19001_006M","B19001_006MA","B19001_007E","B19001_007EA","B19001_007M","B19001_007MA","B19001_008E","B19001_008M","B19001_008MA","B19001_008EA","B19001_009E","B19001_009EA","B19001_009M","B19001_009MA","B19001_010E","B19001_010EA","B19001_010M","B19001_010MA","B19001_011E","B19001_011M","B19001_011MA","B19001_011EA","B19001_012E","B19001_012EA","B19001_012M","B19001_012MA","B19001_013E","B19001_013EA","B19001_013M","B19001_013MA","B19001_014E","B19001_014EA","B19001_014M","B19001_014MA","B19001_015E","B19001_015EA","B19001_015M","B19001_015MA","B19001_016E","B19001_016EA","B19001_016M","B19001_016MA","B19001_017E","B19001_017M","B19001_017MA","B19001_017EA",
"1500000US132971103022","Block Group 2, Census Tract 1103.02, Walton County, Georgia","586","null","143","null","0","null","14","null","0","14","null","null","15","null","25","null","0","null","14","null","0","null","14","null","38","null","43","null","37","45","null","null","0","null","14","null","36","null","46","null","91","80","null","null","57","null","56","null","130","null","87","null","99","null","82","null","25","null","42","null","17","null","27","null","41","49","null","null",
"1500000US132971104001","Block Group 1, Census Tract 1104, Walton County, Georgia","1145","null","254","null","44","null","66","null","120","103","null","null","81","null","85","null","126","null","110","null","24","null","29","null","95","null","90","null","129","130","null","null","63","null","70","null","18","null","31","null","22","39","null","null","293","null","182","null","44","null","47","null","38","null","55","null","23","null","44","null","16","null","27","null","9","16","null","null",
"1500000US132971104002","Block Group 2, Census Tract 1104, Walton County, Georgia","553","null","218","null","56","null","55","null","0","14","null","null","0","null","14","null","59","null","88","null","0","null","14","null","66","null","98","null","22","38","null","null","0","null","14","null","65","null","91","null","35","40","null","null","46","null","53","null","177","null","125","null","27","null","47","null","0","null","14","null","0","null","14","null","0","14","null","null",
"1500000US132971104003","Block Group 3, Census Tract 1104, Walton County, Georgia","578","null","204","null","20","null","32","null","24","31","null","null","91","null","111","null","62","null","57","null","151","null","92","null","0","null","14","null","37","62","null","null","13","null","21","null","0","null","14","null","13","22","null","null","18","null","32","null","39","null","63","null","42","null","64","null","0","null","14","null","0","null","14","null","68","92","null","null",
"1500000US132971104004","Block Group 4, Census Tract 1104, Walton County, Georgia","335","null","101","null","0","null","14","null","0","14","null","null","12","null","18","null","0","null","14","null","25","null","45","null","26","null","31","null","25","42","null","null","25","null","44","null","0","null","14","null","15","25","null","null","125","null","96","null","0","null","14","null","52","null","42","null","30","null","37","null","0","null","14","null","0","14","null","null",
"1500000US132971105031","Block Group 1, Census Tract 1105.03, Walton County, Georgia","848","null","180","null","0","null","14","null","127","146","null","null","45","null","49","null","34","null","42","null","23","null","26","null","0","null","14","null","25","38","null","null","27","null","39","null","14","null","15","null","24","40","null","null","25","null","34","null","98","null","53","null","141","null","72","null","78","null","42","null","140","null","72","null","47","36","null","null",
"1500000US132971105032","Block Group 2, Census Tract 1105.03, Walton County, Georgia","456","null","87","null","0","null","14","null","2","4","null","null","0","null","14","null","0","null","14","null","9","null","14","null","20","null","24","null","15","25","null","null","8","null","13","null","10","null","15","null","90","49","null","null","41","null","30","null","95","null","61","null","44","null","27","null","4","null","9","null","98","null","58","null","20","17","null","null",
"1500000US132971105041","Block Group 1, Census Tract 1105.04, Walton County, Georgia","820","null","139","null","46","null","55","null","0","14","null","null","32","null","37","null","14","null","18","null","50","null","41","null","7","null","13","null","43","59","null","null","65","null","61","null","16","null","23","null","103","68","null","null","51","null","48","null","81","null","48","null","149","null","69","null","57","null","53","null","54","null","43","null","52","40","null","null",
"1500000US132971105042","Block Group 2, Census Tract 1105.04, Walton County, Georgia","641","null","159","null","87","null","59","null","14","26","null","null","0","null","14","null","111","null","76","null","53","null","52","null","126","null","144","null","0","14","null","null","16","null","21","null","21","null","36","null","49","57","null","null","86","null","50","null","57","null","63","null","0","null","14","null","0","null","14","null","21","null","31","null","0","14","null","null",
"1500000US132971105043","Block Group 3, Census Tract 1105.04, Walton County, Georgia","569","null","226","null","0","null","14","null","0","14","null","null","0","null","14","null","6","null","10","null","23","null","28","null","29","null","37","null","0","14","null","null","11","null","20","null","0","null","14","null","8","12","null","null","15","null","17","null","251","null","225","null","15","null","17","null","123","null","89","null","0","null","14","null","88","51","null","null",
"1500000US132971105051","Block Group 1, Census Tract 1105.05, Walton County, Georgia","652","null","104","null","18","null","30","null","0","14","null","null","8","null","13","null","11","null","17","null","63","null","57","null","28","null","26","null","14","24","null","null","71","null","49","null","10","null","16","null","48","33","null","null","51","null","49","null","150","null","82","null","83","null","52","null","11","null","17","null","32","null","34","null","54","47","null","null",
"1500000US132971105052","Block Group 2, Census Tract 1105.05, Walton County, Georgia","826","null","178","null","0","null","14","null","0","14","null","null","9","null","15","null","33","null","39","null","0","null","14","null","0","null","14","null","0","14","null","null","22","null","38","null","10","null","15","null","102","83","null","null","91","null","49","null","132","null","91","null","178","null","129","null","64","null","69","null","82","null","58","null","103","60","null","null",
"1500000US132971105061","Block Group 1, Census Tract 1105.06, Walton County, Georgia","563","null","98","null","23","null","36","null","61","62","null","null","0","null","14","null","8","null","12","null","8","null","13","null","32","null","29","null","17","20","null","null","38","null","29","null","9","null","14","null","28","34","null","null","8","null","12","null","135","null","70","null","51","null","32","null","55","null","47","null","56","null","42","null","34","38","null","null",
"1500000US132971105062","Block Group 2, Census Tract 1105.06, Walton County, Georgia","506","null","141","null","0","null","14","null","0","14","null","null","0","null","14","null","44","null","53","null","16","null","18","null","0","null","14","null","0","14","null","null","7","null","11","null","63","null","58","null","47","52","null","null","0","null","14","null","72","null","52","null","147","null","104","null","79","null","66","null","23","null","27","null","8","12","null","null",
"1500000US132971105063","Block Group 3, Census Tract 1105.06, Walton County, Georgia","450","null","99","null","34","null","41","null","0","14","null","null","40","null","60","null","0","null","14","null","38","null","38","null","29","null","41","null","0","14","null","null","26","null","24","null","0","null","14","null","5","10","null","null","46","null","64","null","43","null","34","null","49","null","47","null","67","null","53","null","37","null","35","null","36","32","null","null",
"1500000US132971105064","Block Group 4, Census Tract 1105.06, Walton County, Georgia","522","null","125","null","30","null","29","null","9","14","null","null","9","null","13","null","28","null","32","null","0","null","14","null","34","null","45","null","19","31","null","null","23","null","20","null","0","null","14","null","33","31","null","null","7","null","10","null","52","null","36","null","48","null","57","null","92","null","54","null","64","null","34","null","74","79","null","null",
"1500000US132971105081","Block Group 1, Census Tract 1105.08, Walton County, Georgia","853","null","191","null","66","null","106","null","44","46","null","null","28","null","27","null","17","null","16","null","19","null","18","null","0","null","14","null","36","50","null","null","9","null","14","null","53","null","32","null","67","48","null","null","66","null","37","null","295","null","163","null","28","null","25","null","25","null","28","null","52","null","37","null","48","41","null","null",
"1500000US132971105082","Block Group 2, Census Tract 1105.08, Walton County, Georgia","626","null","136","null","0","null","14","null","34","41","null","null","8","null","14","null","51","null","81","null","27","null","44","null","0","null","14","null","11","17","null","null","0","null","14","null","19","null","23","null","86","63","null","null","69","null","47","null","104","null","63","null","71","null","53","null","47","null","38","null","13","null","19","null","86","47","null","null",
"1500000US132971105083","Block Group 3, Census Tract 1105.08, Walton County, Georgia","388","null","87","null","35","null","44","null","0","14","null","null","9","null","13","null","0","null","14","null","25","null","39","null","0","null","14","null","9","14","null","null","30","null","38","null","20","null","22","null","63","59","null","null","5","null","8","null","49","null","40","null","51","null","41","null","24","null","26","null","28","null","30","null","40","47","null","null",
"1500000US132971105091","Block Group 1, Census Tract 1105.09, Walton County, Georgia","861","null","229","null","12","null","33","null","15","36","null","null","0","null","14","null","25","null","41","null","78","null","86","null","47","null","47","null","64","82","null","null","15","null","24","null","0","null","14","null","18","21","null","null","45","null","59","null","151","null","139","null","55","null","58","null","34","null","42","null","211","null","95","null","91","124","null","null",
"1500000US132971105092","Block Group 2, Census Tract 1105.09, Walton County, Georgia","880","null","229","null","28","null","38","null","0","14","null","null","53","null","85","null","10","null","17","null","0","null","14","null","33","null","39","null","24","39","null","null","28","null","43","null","0","null","14","null","181","160","null","null","21","null","37","null","115","null","106","null","38","null","57","null","119","null","106","null","171","null","111","null","59","69","null","null",
"1500000US132971105101","Block Group 1, Census Tract 1105.10, Walton County, Georgia","677","null","120","null","16","null","25","null","0","14","null","null","15","null","23","null","37","null","57","null","0","null","14","null","62","null","86","null","15","24","null","null","20","null","33","null","11","null","20","null","20","32","null","null","27","null","34","null","150","null","88","null","132","null","94","null","41","null","61","null","44","null","44","null","87","57","null","null",
"1500000US132971105102","Block Group 2, Census Tract 1105.10, Walton County, Georgia","369","null","78","null","0","null","14","null","0","14","null","null","0","null","14","null","15","null","25","null","15","null","23","null","13","null","19","null","0","14","null","null","8","null","14","null","35","null","40","null","31","37","null","null","15","null","24","null","59","null","49","null","22","null","29","null","15","null","25","null","95","null","66","null","46","60","null","null",
"1500000US132971106011","Block Group 1, Census Tract 1106.01, Walton County, Georgia","772","null","105","null","13","null","23","null","11","17","null","null","26","null","33","null","0","null","14","null","36","null","30","null","9","null","14","null","9","15","null","null","0","null","14","null","54","null","35","null","9","13","null","null","138","null","61","null","155","null","80","null","120","null","60","null","91","null","55","null","36","null","29","null","65","57","null","null",
"1500000US132971106012","Block Group 2, Census Tract 1106.01, Walton County, Georgia","925","null","141","null","32","null","37","null","26","23","null","null","41","null","43","null","49","null","49","null","29","null","29","null","0","null","14","null","20","22","null","null","58","null","38","null","10","null","15","null","39","30","null","null","159","null","88","null","64","null","43","null","131","null","89","null","48","null","33","null","193","null","119","null","26","26","null","null",
"1500000US132971106021","Block Group 1, Census Tract 1106.02, Walton County, Georgia","743","null","122","null","5","null","9","null","0","14","null","null","15","null","17","null","0","null","14","null","38","null","44","null","46","null","49","null","17","20","null","null","7","null","11","null","26","null","42","null","94","60","null","null","89","null","74","null","141","null","57","null","45","null","32","null","20","null","26","null","78","null","48","null","122","63","null","null",
"1500000US132971106022","Block Group 2, Census Tract 1106.02, Walton County, Georgia","859","null","193","null","10","null","17","null","0","14","null","null","25","null","24","null","20","null","30","null","13","null","15","null","11","null","15","null","23","38","null","null","8","null","13","null","50","null","39","null","22","23","null","null","192","null","141","null","146","null","92","null","118","null","68","null","24","null","25","null","136","null","70","null","61","50","null","null",
"1500000US132971106023","Block Group 3, Census Tract 1106.02, Walton County, Georgia","565","null","171","null","49","null","56","null","10","15","null","null","27","null","41","null","0","null","14","null","24","null","36","null","67","null","49","null","7","11","null","null","26","null","33","null","3","null","4","null","122","138","null","null","23","null","26","null","22","null","24","null","50","null","40","null","77","null","53","null","10","null","16","null","48","51","null","null",
"1500000US132971106031","Block Group 1, Census Tract 1106.03, Walton County, Georgia","528","null","213","null","0","null","14","null","0","14","null","null","66","null","68","null","15","null","19","null","0","null","14","null","0","null","14","null","198","210","null","null","23","null","38","null","10","null","15","null","31","40","null","null","56","null","52","null","72","null","67","null","5","null","7","null","41","null","47","null","11","null","17","null","0","14","null","null",
"1500000US132971106032","Block Group 2, Census Tract 1106.03, Walton County, Georgia","817","null","218","null","42","null","36","null","13","10","null","null","23","null","24","null","10","null","15","null","46","null","39","null","4","null","6","null","13","15","null","null","23","null","20","null","25","null","34","null","90","68","null","null","109","null","50","null","49","null","34","null","123","null","105","null","174","null","180","null","56","null","41","null","17","19","null","null",
"1500000US132971106033","Block Group 3, Census Tract 1106.03, Walton County, Georgia","753","null","141","null","25","null","35","null","22","24","null","null","26","null","28","null","34","null","49","null","22","null","19","null","31","null","27","null","13","20","null","null","45","null","53","null","12","null","18","null","140","84","null","null","89","null","73","null","70","null","43","null","53","null","37","null","44","null","43","null","65","null","59","null","62","71","null","null",
"1500000US132971107011","Block Group 1, Census Tract 1107.01, Walton County, Georgia","628","null","133","null","0","null","14","null","0","14","null","null","0","null","14","null","91","null","87","null","0","null","14","null","42","null","49","null","49","75","null","null","16","null","27","null","28","null","33","null","99","75","null","null","77","null","64","null","54","null","41","null","83","null","60","null","25","null","30","null","64","null","58","null","0","14","null","null",
"1500000US132971107012","Block Group 2, Census Tract 1107.01, Walton County, Georgia","457","null","128","null","29","null","35","null","0","14","null","null","0","null","14","null","0","null","14","null","36","null","53","null","0","null","14","null","0","14","null","null","0","null","14","null","15","null","24","null","108","78","null","null","29","null","34","null","0","null","14","null","67","null","80","null","85","null","73","null","17","null","28","null","71","79","null","null",
"1500000US132971107021","Block Group 1, Census Tract 1107.02, Walton County, Georgia","484","null","124","null","47","null","48","null","0","14","null","null","64","null","57","null","14","null","33","null","8","null","18","null","0","null","14","null","0","14","null","null","40","null","40","null","14","null","26","null","14","23","null","null","84","null","81","null","71","null","59","null","100","null","70","null","8","null","13","null","20","null","21","null","0","14","null","null",
"1500000US132971107022","Block Group 2, Census Tract 1107.02, Walton County, Georgia","421","null","154","null","22","null","31","null","0","14","null","null","70","null","71","null","66","null","69","null","69","null","88","null","0","null","14","null","0","14","null","null","47","null","59","null","10","null","20","null","76","71","null","null","28","null","48","null","33","null","40","null","0","null","14","null","0","null","14","null","0","null","14","null","0","14","null","null",
"1500000US132971107023","Block Group 3, Census Tract 1107.02, Walton County, Georgia","268","null","103","null","13","null","33","null","12","21","null","null","21","null","36","null","0","null","14","null","0","null","14","null","0","null","14","null","0","14","null","null","8","null","17","null","0","null","14","null","15","23","null","null","49","null","65","null","103","null","58","null","38","null","56","null","0","null","14","null","0","null","14","null","9","17","null","null",
"1500000US132971108011","Block Group 1, Census Tract 1108.01, Walton County, Georgia","593","null","157","null","0","null","14","null","45","63","null","null","26","null","34","null","0","null","14","null","25","null","64","null","19","null","30","null","0","14","null","null","0","null","14","null","14","null","25","null","73","75","null","null","69","null","37","null","114","null","93","null","57","null","49","null","107","null","85","null","44","null","54","null","0","14","null","null",
"1500000US132971108012","Block Group 2, Census Tract 1108.01, Walton County, Georgia","501","null","164","null","32","null","37","null","0","14","null","null","0","null","14","null","0","null","14","null","0","null","14","null","21","null","33","null","35","52","null","null","0","null","14","null","79","null","117","null","50","49","null","null","46","null","41","null","117","null","88","null","49","null","48","null","33","null","51","null","9","null","15","null","30","44","null","null",
"1500000US132971108013","Block Group 3, Census Tract 1108.01, Walton County, Georgia","218","null","91","null","0","null","14","null","0","14","null","null","0","null","14","null","0","null","14","null","0","null","14","null","0","null","14","null","0","14","null","null","0","null","14","null","0","null","14","null","0","14","null","null","34","null","40","null","61","null","62","null","29","null","27","null","39","null","58","null","55","null","50","null","0","14","null","null",
"1500000US132971108021","Block Group 1, Census Tract 1108.02, Walton County, Georgia","634","null","132","null","73","null","101","null","30","48","null","null","8","null","14","null","34","null","60","null","32","null","37","null","8","null","15","null","14","23","null","null","0","null","14","null","0","null","14","null","81","79","null","null","58","null","49","null","166","null","94","null","11","null","18","null","36","null","52","null","74","null","67","null","9","16","null","null",
"1500000US132971108022","Block Group 2, Census Tract 1108.02, Walton County, Georgia","716","null","313","null","14","null","22","null","41","48","null","null","53","null","62","null","0","null","14","null","29","null","48","null","8","null","14","null","37","55","null","null","31","null","35","null","0","null","14","null","0","14","null","null","76","null","71","null","253","null","271","null","28","null","47","null","88","null","87","null","31","null","29","null","27","41","null","null",
"1500000US132999501001","Block Group 1, Census Tract 9501, Ware County, Georgia","622","null","140","null","36","null","27","null","78","54","null","null","56","null","72","null","5","null","8","null","38","null","29","null","6","null","9","null","35","22","null","null","20","null","17","null","5","null","7","null","44","27","null","null","86","null","40","null","127","null","87","null","59","null","38","null","16","null","18","null","0","null","14","null","11","11","null","null",
"1500000US132999502001","Block Group 1, Census Tract 9502, Ware County, Georgia","423","null","153","null","13","null","22","null","78","75","null","null","0","null","14","null","30","null","47","null","0","null","14","null","18","null","22","null","11","17","null","null","15","null","25","null","0","null","14","null","71","90","null","null","0","null","14","null","175","null","111","null","0","null","14","null","12","null","19","null","0","null","14","null","0","14","null","null",
"1500000US132999502002","Block Group 2, Census Tract 9502, Ware County, Georgia","488","null","154","null","58","null","87","null","84","100","null","null","0","null","14","null","46","null","62","null","26","null","29","null","7","null","12","null","11","17","null","null","23","null","29","null","0","null","14","null","27","29","null","null","38","null","49","null","83","null","59","null","16","null","28","null","28","null","42","null","27","null","35","null","14","23","null","null",
"1500000US132999502003","Block Group 3, Census Tract 9502, Ware County, Georgia","700","null","197","null","29","null","40","null","39","36","null","null","51","null","49","null","53","null","48","null","0","null","14","null","101","null","98","null","0","14","null","null","23","null","31","null","0","null","14","null","59","76","null","null","133","null","93","null","135","null","138","null","47","null","54","null","30","null","41","null","0","null","14","null","0","14","null","null",
"1500000US132999502004","Block Group 4, Census Tract 9502, Ware County, Georgia","201","null","106","null","0","null","14","null","0","14","null","null","0","null","14","null","12","null","19","null","26","null","41","null","0","null","14","null","59","62","null","null","13","null","20","null","38","null","46","null","18","28","null","null","0","null","14","null","0","null","14","null","13","null","20","null","9","null","15","null","0","null","14","null","13","29","null","null",
"1500000US132999503001","Block Group 1, Census Tract 9503, Ware County, Georgia","378","null","72","null","12","null","18","null","15","15","null","null","38","null","25","null","11","null","13","null","23","null","28","null","55","null","43","null","48","37","null","null","4","null","6","null","16","null","16","null","32","24","null","null","45","null","28","null","32","null","32","null","18","null","23","null","4","null","6","null","20","null","25","null","5","8","null","null",
"1500000US132999503002","Block Group 2, Census Tract 9503, Ware County, Georgia","303","null","87","null","19","null","22","null","28","26","null","null","53","null","32","null","35","null","58","null","36","null","35","null","40","null","53","null","4","6","null","null","3","null","5","null","9","null","11","null","21","16","null","null","18","null","17","null","10","null","16","null","9","null","10","null","18","null","17","null","0","null","14","null","0","14","null","null",
"1500000US132999503003","Block Group 3, Census Tract 9503, Ware County, Georgia","203","null","86","null","14","null","18","null","21","34","null","null","12","null","18","null","44","null","42","null","42","null","44","null","6","null","8","null","0","14","null","null","4","null","9","null","46","null","48","null","4","7","null","null","0","null","14","null","3","null","10","null","7","null","11","null","0","null","14","null","0","null","14","null","0","14","null","null",
"1500000US132999504001","Block Group 1, Census Tract 9504, Ware County, Georgia","345","null","106","null","55","null","33","null","89","68","null","null","22","null","31","null","16","null","24","null","22","null","33","null","4","null","7","null","24","41","null","null","17","null","18","null","0","null","14","null","45","40","null","null","45","null","61","null","6","null","11","null","0","null","14","null","0","null","14","null","0","null","14","null","0","14","null","null",
"1500000US132999504002","Block Group 2, Census Tract 9504, Ware County, Georgia","211","null","77","null","21","null","30","null","22","28","null","null","51","null","40","null","9","null","12","null","0","null","14","null","7","null","11","null","30","26","null","null","0","null","14","null","27","null","42","null","21","24","null","null","12","null","20","null","4","null","6","null","3","null","7","null","0","null","14","null","0","null","14","null","4","7","null","null",
"1500000US132999504003","Block Group 3, Census Tract 9504, Ware County, Georgia","276","null","88","null","53","null","53","null","53","44","null","null","27","null","30","null","19","null","19","null","37","null","34","null","11","null","17","null","39","48","null","null","0","null","14","null","5","null","8","null","0","14","null","null","6","null","10","null","0","null","14","null","2","null","7","null","17","null","18","null","7","null","12","null","0","14","null","null",
"1500000US132999505001","Block Group 1, Census Tract 9505, Ware County, Georgia","624","null","157","null","11","null","18","null","59","56","null","null","0","null","14","null","0","null","14","null","11","null","19","null","77","null","66","null","108","94","null","null","6","null","9","null","0","null","14","null","56","50","null","null","125","null","85","null","0","null","14","null","53","null","59","null","28","null","46","null","63","null","67","null","27","43","null","null",
"1500000US132999505002","Block Group 2, Census Tract 9505, Ware County, Georgia","269","null","137","null","34","null","42","null","0","14","null","null","0","null","14","null","12","null","23","null","48","null","38","null","0","null","14","null","20","33","null","null","0","null","14","null","0","null","14","null","14","27","null","null","89","null","125","null","34","null","53","null","18","null","29","null","0","null","14","null","0","null","14","null","0","14","null","null",
"1500000US132999505003","Block Group 3, Census Tract 9505, Ware County, Georgia","496","null","204","null","151","null","164","null","54","78","null","null","0","null","14","null","0","null","14","null","59","null","67","null","0","null","14","null","0","14","null","null","23","null","39","null","0","null","14","null","28","48","null","null","59","null","64","null","122","null","118","null","0","null","14","null","0","null","14","null","0","null","14","null","0","14","null","null",
"1500000US132999505004","Block Group 4, Census Tract 9505, Ware County, Georgia","504","null","212","null","103","null","148","null","104","137","null","null","49","null","41","null","19","null","29","null","0","null","14","null","32","null","52","null","26","35","null","null","0","null","14","null","93","null","120","null","3","6","null","null","0","null","14","null","75","null","78","null","0","null","14","null","0","null","14","null","0","null","14","null","0","14","null","null",
"1500000US132999505005","Block Group 5, Census Tract 9505, Ware County, Georgia","299","null","153","null","0","null","14","null","48","63","null","null","15","null","25","null","0","null","14","null","104","null","128","null","20","null","32","null","23","37","null","null","27","null","63","null","20","null","31","null","15","23","null","null","0","null","14","null","6","null","12","null","0","null","14","null","0","null","14","null","0","null","14","null","21","33","null","null",
"1500000US132999506001","Block Group 1, Census Tract 9506, Ware County, Georgia","638","null","192","null","69","null","89","null","0","14","null","null","0","null","14","null","23","null","27","null","0","null","14","null","0","null","14","null","66","58","null","null","13","null","21","null","4","null","8","null","30","41","null","null","110","null","91","null","84","null","56","null","146","null","125","null","16","null","26","null","59","null","62","null","18","25","null","null",
"1500000US132999506002","Block Group 2, Census Tract 9506, Ware County, Georgia","544","null","142","null","44","null","42","null","0","14","null","null","47","null","57","null","32","null","48","null","0","null","14","null","14","null","22","null","27","34","null","null","0","null","14","null","89","null","75","null","23","27","null","null","69","null","75","null","18","null","22","null","34","null","44","null","51","null","66","null","11","null","19","null","85","93","null","null",
"1500000US132999506003","Block Group 3, Census Tract 9506, Ware County, Georgia","506","null","165","null","43","null","35","null","34","56","null","null","10","null","17","null","0","null","14","null","126","null","97","null","0","null","14","null","12","20","null","null","21","null","38","null","66","null","88","null","52","47","null","null","77","null","98","null","58","null","62","null","0","null","14","null","0","null","14","null","0","null","14","null","7","15","null","null",
"1500000US132999506004","Block Group 4, Census Tract 9506, Ware County, Georgia","297","null","113","null","33","null","44","null","0","14","null","null","0","null","14","null","48","null","69","null","0","null","14","null","0","null","14","null","12","21","null","null","14","null","21","null","0","null","14","null","16","22","null","null","0","null","14","null","37","null","55","null","43","null","49","null","70","null","58","null","0","null","14","null","24","36","null","null",
"1500000US132999506005","Block Group 5, Census Tract 9506, Ware County, Georgia","204","null","102","null","18","null","32","null","0","14","null","null","0","null","14","null","30","null","46","null","0","null","14","null","0","null","14","null","18","31","null","null","14","null","23","null","0","null","14","null","0","14","null","null","51","null","45","null","14","null","23","null","41","null","50","null","0","null","14","null","18","null","38","null","0","14","null","null",
"1500000US132999507001","Block Group 1, Census Tract 9507, Ware County, Georgia","347","null","127","null","38","null","44","null","50","38","null","null","15","null","18","null","12","null","15","null","17","null","21","null","28","null","38","null","34","32","null","null","0","null","14","null","118","null","111","null","0","14","null","null","0","null","14","null","23","null","25","null","0","null","14","null","12","null","18","null","0","null","14","null","0","14","null","null",
"1500000US132999507002","Block Group 2, Census Tract 9507, Ware County, Georgia","426","null","111","null","121","null","75","null","30","26","null","null","17","null","19","null","38","null","59","null","58","null","47","null","13","null","20","null","41","43","null","null","5","null","9","null","18","null","28","null","24","21","null","null","0","null","14","null","6","null","9","null","52","null","54","null","0","null","14","null","0","null","14","null","3","4","null","null",
"1500000US132999508011","Block Group 1, Census Tract 9508.01, Ware County, Georgia","474","null","123","null","32","null","40","null","0","14","null","null","12","null","21","null","70","null","63","null","0","null","14","null","0","null","14","null","25","29","null","null","41","null","49","null","12","null","18","null","46","49","null","null","32","null","41","null","96","null","74","null","23","null","25","null","67","null","73","null","18","null","22","null","0","14","null","null",
"1500000US132999508012","Block Group 2, Census Tract 9508.01, Ware County, Georgia","357","null","139","null","40","null","63","null","12","20","null","null","0","null","14","null","37","null","42","null","95","null","87","null","10","null","20","null","33","52","null","null","23","null","25","null","0","null","14","null","0","14","null","null","95","null","116","null","12","null","20","null","0","null","14","null","0","null","14","null","0","null","14","null","0","14","null","null",
"1500000US132999508013","Block Group 3, Census Tract 9508.01, Ware County, Georgia","264","null","115","null","0","null","14","null","59","57","null","null","0","null","14","null","0","null","14","null","0","null","14","null","45","null","57","null","0","14","null","null","0","null","14","null","38","null","59","null","0","14","null","null","20","null","33","null","10","null","16","null","14","null","24","null","14","null","22","null","15","null","31","null","49","74","null","null",
"1500000US132999508021","Block Group 1, Census Tract 9508.02, Ware County, Georgia","131","null","81","null","0","null","14","null","25","35","null","null","0","null","14","null","41","null","61","null","0","null","14","null","18","null","29","null","0","14","null","null","0","null","14","null","21","null","36","null","15","28","null","null","11","null","16","null","0","null","14","null","0","null","14","null","0","null","14","null","0","null","14","null","0","14","null","null",
"1500000US132999508022","Block Group 2, Census Tract 9508.02, Ware County, Georgia","284","null","131","null","29","null","32","null","41","52","null","null","0","null","14","null","14","null","24","null","105","null","87","null","0","null","14","null","0","14","null","null","0","null","14","null","0","null","14","null","0","14","null","null","50","null","68","null","0","null","14","null","0","null","14","null","0","null","14","null","0","null","14","null","45","63","null","null",
"1500000US132999508023","Block Group 3, Census Tract 9508.02, Ware County, Georgia","384","null","143","null","238","null","129","null","0","14","null","null","32","null","49","null","5","null","9","null","0","null","14","null","21","null","25","null","0","14","null","null","0","null","14","null","31","null","52","null","22","26","null","null","10","null","15","null","13","null","20","null","12","null","19","null","0","null","14","null","0","null","14","null","0","14","null","null",
"1500000US132999509001","Block Group 1, Census Tract 9509, Ware County, Georgia","432","null","130","null","28","null","45","null","0","14","null","null","45","null","56","null","7","null","11","null","39","null","40","null","18","null","21","null","0","14","null","null","18","null","27","null","0","null","14","null","78","84","null","null","130","null","107","null","40","null","44","null","11","null","19","null","11","null","15","null","7","null","12","null","0","14","null","null",
"1500000US132999509002","Block Group 2, Census Tract 9509, Ware County, Georgia","251","null","79","null","56","null","47","null","38","42","null","null","19","null","26","null","21","null","25","null","0","null","14","null","13","null","18","null","31","37","null","null","24","null","30","null","8","null","13","null","11","20","null","null","11","null","19","null","12","null","18","null","0","null","14","null","7","null","12","null","0","null","14","null","0","14","null","null",
"1500000US132999509003","Block Group 3, Census Tract 9509, Ware County, Georgia","453","null","137","null","9","null","13","null","48","48","null","null","0","null","14","null","58","null","65","null","47","null","46","null","79","null","75","null","28","26","null","null","49","null","52","null","0","null","14","null","43","54","null","null","9","null","12","null","51","null","48","null","16","null","18","null","7","null","11","null","9","null","13","null","0","14","null","null",
"1500000US132999509004","Block Group 4, Census Tract 9509, Ware County, Georgia","429","null","133","null","31","null","30","null","0","14","null","null","0","null","14","null","0","null","14","null","94","null","81","null","70","null","79","null","89","96","null","null","0","null","14","null","28","null","33","null","33","27","null","null","14","null","21","null","56","null","50","null","7","null","11","null","0","null","14","null","7","null","11","null","0","14","null","null",
"1500000US133019704001","Block Group 1, Census Tract 9704, Warren County, Georgia","291","null","71","null","27","null","24","null","37","26","null","null","25","null","31","null","11","null","11","null","14","null","20","null","30","null","31","null","2","5","null","null","27","null","28","null","25","null","26","null","40","32","null","null","17","null","17","null","12","null","17","null","16","null","22","null","0","null","14","null","3","null","5","null","5","8","null","null",
"1500000US133019704002","Block Group 2, Census Tract 9704, Warren County, Georgia","491","null","96","null","77","null","37","null","49","35","null","null","62","null","41","null","12","null","15","null","6","null","8","null","84","null","67","null","28","32","null","null","12","null","11","null","3","null","5","null","42","23","null","null","34","null","28","null","19","null","19","null","5","null","8","null","24","null","25","null","34","null","32","null","0","14","null","null",
"1500000US133019704003","Block Group 3, Census Tract 9704, Warren County, Georgia","191","null","58","null","17","null","18","null","24","19","null","null","0","null","14","null","0","null","14","null","17","null","13","null","20","null","20","null","8","16","null","null","3","null","5","null","5","null","8","null","36","27","null","null","30","null","34","null","8","null","12","null","0","null","14","null","8","null","12","null","0","null","14","null","15","13","null","null",
