"GEO_ID","NAME","B19001_001E","B19001_001EA","B19001_001M","B19001_001MA","B19001_002E","B19001_002EA","B19001_002M","B19001_002MA","B19001_003E","B19001_003M","B19001_003MA","B19001_003EA","B19001_004E","B19001_004EA","B19001_004M","B19001_004MA","B19001_005E","B19001_005EA","B19001_005M","B19001_005MA","B19001_006E","B19001_006EA","B19001_006M","B19001_006MA","B19001_007E","B19001_007EA","B19001_007M","B19001_007MA","B19001_008E","B19001_008M","B19001_008MA","B19001_008EA","B19001_009E","B19001_009EA","B19001_009M","B19001_009MA","B19001_010E","B19001_010EA","B19001_010M","B19001_010MA","B19001_011E","B19001_011M","B19001_011MA","B19001_011EA","B19001_012E","B19001_012EA","B19001_012M","B19001_012MA","B19001_013E","B19001_013EA","B19001_013M","B19001_013MA","B19001_014E","B19001_014EA","B19001_014M","B19001_014MA","B19001_015E","B19001_015EA","B19001_015M","B19001_015MA","B19001_016E","B19001_016EA","B19001_016M","B19001_016MA","B19001_017E","B19001_017M","B19001_017MA","B19001_017EA",
"1500000US130670303373","Block Group 3, Census Tract 303.37, Cobb County, Georgia","310","null","72","null","0","null","14","null","6","10","null","null","7","null","12","null","0","null","14","null","18","null","20","null","0","null","14","null","7","11","null","null","0","null","14","null","10","null","16","null","0","14","null","null","0","null","14","null","21","null","22","null","29","null","31","null","0","null","14","null","60","null","54","null","152","60","null","null",
"1500000US130670303401","Block Group 1, Census Tract 303.40, Cobb County, Georgia","868","null","304","null","0","null","14","null","0","14","null","null","0","null","14","null","8","null","13","null","0","null","14","null","0","null","14","null","7","11","null","null","14","null","18","null","0","null","14","null","0","14","null","null","30","null","30","null","262","null","291","null","26","null","21","null","72","null","49","null","196","null","76","null","253","93","null","null",
"1500000US130670303402","Block Group 2, Census Tract 303.40, Cobb County, Georgia","751","null","139","null","0","null","14","null","0","14","null","null","5","null","9","null","0","null","14","null","0","null","14","null","70","null","112","null","0","14","null","null","26","null","44","null","0","null","14","null","70","70","null","null","53","null","41","null","73","null","48","null","58","null","34","null","29","null","23","null","84","null","37","null","283","91","null","null",
"1500000US130670303411","Block Group 1, Census Tract 303.41, Cobb County, Georgia","551","null","94","null","0","null","14","null","0","14","null","null","0","null","14","null","0","null","14","null","26","null","30","null","0","null","14","null","18","26","null","null","27","null","25","null","8","null","13","null","16","18","null","null","26","null","30","null","52","null","35","null","72","null","38","null","36","null","31","null","154","null","70","null","116","43","null","null",
"1500000US130670303412","Block Group 2, Census Tract 303.41, Cobb County, Georgia","457","null","104","null","0","null","14","null","0","14","null","null","0","null","14","null","0","null","14","null","30","null","48","null","0","null","14","null","25","25","null","null","0","null","14","null","0","null","14","null","40","50","null","null","21","null","24","null","5","null","9","null","93","null","61","null","80","null","72","null","66","null","42","null","97","61","null","null",
"1500000US130670303413","Block Group 3, Census Tract 303.41, Cobb County, Georgia","576","null","191","null","0","null","14","null","26","37","null","null","0","null","14","null","0","null","14","null","0","null","14","null","0","null","14","null","21","34","null","null","12","null","19","null","13","null","21","null","20","23","null","null","150","null","173","null","29","null","25","null","24","null","23","null","92","null","57","null","66","null","37","null","123","64","null","null",
"1500000US130670303421","Block Group 1, Census Tract 303.42, Cobb County, Georgia","750","null","98","null","0","null","14","null","14","21","null","null","6","null","11","null","0","null","14","null","21","null","19","null","8","null","12","null","7","12","null","null","8","null","12","null","0","null","14","null","7","11","null","null","71","null","46","null","111","null","65","null","34","null","25","null","95","null","77","null","117","null","78","null","251","93","null","null",
"1500000US130670303422","Block Group 2, Census Tract 303.42, Cobb County, Georgia","488","null","67","null","0","null","14","null","0","14","null","null","52","null","35","null","0","null","14","null","8","null","12","null","0","null","14","null","13","19","null","null","15","null","17","null","0","null","14","null","22","21","null","null","21","null","18","null","50","null","37","null","23","null","21","null","65","null","35","null","30","null","27","null","189","62","null","null",
"1500000US130670303423","Block Group 3, Census Tract 303.42, Cobb County, Georgia","335","null","69","null","0","null","14","null","9","14","null","null","0","null","14","null","0","null","14","null","0","null","14","null","0","null","14","null","0","14","null","null","0","null","14","null","0","null","14","null","28","40","null","null","24","null","29","null","19","null","21","null","27","null","21","null","49","null","42","null","27","null","25","null","152","59","null","null",
"1500000US130670303431","Block Group 1, Census Tract 303.43, Cobb County, Georgia","822","null","344","null","17","null","18","null","0","14","null","null","0","null","14","null","0","null","14","null","7","null","13","null","7","null","13","null","22","35","null","null","0","null","14","null","9","null","13","null","7","12","null","null","57","null","42","null","34","null","27","null","66","null","53","null","97","null","48","null","293","null","354","null","206","74","null","null",
"1500000US130670303432","Block Group 2, Census Tract 303.43, Cobb County, Georgia","650","null","103","null","0","null","14","null","0","14","null","null","0","null","14","null","0","null","14","null","0","null","14","null","0","null","14","null","8","13","null","null","6","null","11","null","59","null","72","null","9","13","null","null","13","null","15","null","93","null","52","null","108","null","61","null","72","null","47","null","68","null","49","null","214","66","null","null",
"1500000US130670303433","Block Group 3, Census Tract 303.43, Cobb County, Georgia","334","null","97","null","7","null","12","null","0","14","null","null","7","null","11","null","0","null","14","null","0","null","14","null","0","null","14","null","0","14","null","null","8","null","13","null","0","null","14","null","0","14","null","null","34","null","36","null","32","null","37","null","35","null","26","null","42","null","38","null","73","null","38","null","96","91","null","null",
"1500000US130670303441","Block Group 1, Census Tract 303.44, Cobb County, Georgia","736","null","151","null","60","null","48","null","19","17","null","null","39","null","29","null","0","null","14","null","0","null","14","null","18","null","21","null","59","51","null","null","93","null","54","null","30","null","34","null","186","103","null","null","104","null","67","null","30","null","26","null","69","null","55","null","29","null","43","null","0","null","14","null","0","14","null","null",
"1500000US130670303442","Block Group 2, Census Tract 303.44, Cobb County, Georgia","325","null","147","null","21","null","33","null","0","14","null","null","7","null","11","null","0","null","14","null","58","null","45","null","80","null","130","null","59","49","null","null","19","null","30","null","28","null","35","null","24","29","null","null","0","null","14","null","7","null","12","null","22","null","24","null","0","null","14","null","0","null","14","null","0","14","null","null",
"1500000US130670303443","Block Group 3, Census Tract 303.44, Cobb County, Georgia","956","null","206","null","12","null","19","null","19","29","null","null","17","null","26","null","43","null","38","null","0","null","14","null","78","null","55","null","94","65","null","null","15","null","18","null","96","null","90","null","44","40","null","null","106","null","57","null","164","null","96","null","64","null","43","null","122","null","147","null","82","null","80","null","0","14","null","null",
"1500000US130670303451","Block Group 1, Census Tract 303.45, Cobb County, Georgia","450","null","168","null","26","null","41","null","4","10","null","null","26","null","45","null","0","null","14","null","67","null","74","null","22","null","33","null","0","14","null","null","19","null","31","null","6","null","14","null","102","99","null","null","43","null","51","null","23","null","30","null","97","null","112","null","0","null","14","null","0","null","14","null","15","23","null","null",
"1500000US130670303452","Block Group 2, Census Tract 303.45, Cobb County, Georgia","1578","null","272","null","50","null","62","null","0","14","null","null","0","null","14","null","15","null","24","null","60","null","62","null","9","null","15","null","77","79","null","null","51","null","67","null","63","null","82","null","93","89","null","null","246","null","128","null","302","null","126","null","185","null","129","null","152","null","114","null","60","null","56","null","215","176","null","null",
"1500000US130670303453","Block Group 3, Census Tract 303.45, Cobb County, Georgia","1086","null","216","null","14","null","24","null","33","40","null","null","93","null","77","null","10","null","17","null","17","null","29","null","28","null","44","null","46","71","null","null","35","null","42","null","53","null","65","null","58","64","null","null","121","null","83","null","242","null","130","null","123","null","85","null","128","null","81","null","53","null","66","null","32","51","null","null",
"1500000US130670303454","Block Group 4, Census Tract 303.45, Cobb County, Georgia","423","null","140","null","0","null","14","null","0","14","null","null","0","null","14","null","0","null","14","null","4","null","13","null","0","null","14","null","0","14","null","null","15","null","25","null","32","null","53","null","49","81","null","null","52","null","63","null","104","null","88","null","120","null","90","null","10","null","16","null","0","null","14","null","37","66","null","null",
"1500000US130670303461","Block Group 1, Census Tract 303.46, Cobb County, Georgia","749","null","363","null","39","null","50","null","0","14","null","null","0","null","14","null","0","null","14","null","0","null","14","null","0","null","14","null","19","30","null","null","0","null","14","null","38","null","42","null","61","62","null","null","222","null","255","null","96","null","146","null","178","null","263","null","49","null","40","null","37","null","63","null","10","17","null","null",
"1500000US130670303462","Block Group 2, Census Tract 303.46, Cobb County, Georgia","413","null","132","null","0","null","14","null","0","14","null","null","0","null","14","null","0","null","14","null","48","null","81","null","0","null","14","null","28","34","null","null","0","null","14","null","26","null","34","null","120","113","null","null","23","null","38","null","0","null","14","null","112","null","71","null","15","null","25","null","28","null","32","null","13","21","null","null",
"1500000US130670303463","Block Group 3, Census Tract 303.46, Cobb County, Georgia","392","null","150","null","9","null","14","null","0","14","null","null","0","null","14","null","0","null","14","null","0","null","14","null","0","null","14","null","0","14","null","null","43","null","39","null","12","null","20","null","0","14","null","null","83","null","131","null","70","null","52","null","25","null","26","null","24","null","44","null","65","null","58","null","61","42","null","null",
"1500000US130670303471","Block Group 1, Census Tract 303.47, Cobb County, Georgia","506","null","157","null","10","null","17","null","21","34","null","null","10","null","16","null","0","null","14","null","0","null","14","null","13","null","21","null","0","14","null","null","0","null","14","null","12","null","20","null","53","46","null","null","115","null","131","null","21","null","35","null","101","null","89","null","108","null","84","null","42","null","45","null","0","14","null","null",
"1500000US130670303472","Block Group 2, Census Tract 303.47, Cobb County, Georgia","271","null","68","null","21","null","33","null","0","14","null","null","0","null","14","null","0","null","14","null","0","null","14","null","0","null","14","null","0","14","null","null","0","null","14","null","45","null","52","null","0","14","null","null","54","null","42","null","28","null","34","null","42","null","49","null","16","null","24","null","33","null","38","null","32","42","null","null",
"1500000US130670303473","Block Group 3, Census Tract 303.47, Cobb County, Georgia","360","null","151","null","0","null","14","null","0","14","null","null","0","null","14","null","0","null","14","null","0","null","14","null","0","null","14","null","21","33","null","null","0","null","14","null","0","null","14","null","24","37","null","null","27","null","32","null","76","null","78","null","80","null","69","null","0","null","14","null","100","null","112","null","32","39","null","null",
"1500000US130670303474","Block Group 4, Census Tract 303.47, Cobb County, Georgia","305","null","91","null","0","null","14","null","0","14","null","null","0","null","14","null","0","null","14","null","0","null","14","null","22","null","37","null","34","40","null","null","0","null","14","null","0","null","14","null","0","14","null","null","27","null","39","null","72","null","54","null","106","null","69","null","44","null","59","null","0","null","14","null","0","14","null","null",
"1500000US130670303481","Block Group 1, Census Tract 303.48, Cobb County, Georgia","501","null","139","null","47","null","62","null","0","14","null","null","42","null","71","null","0","null","14","null","0","null","14","null","0","null","14","null","15","22","null","null","0","null","14","null","0","null","14","null","0","14","null","null","11","null","23","null","53","null","62","null","71","null","78","null","90","null","76","null","143","null","97","null","29","36","null","null",
"1500000US130670303482","Block Group 2, Census Tract 303.48, Cobb County, Georgia","488","null","128","null","27","null","48","null","0","14","null","null","40","null","48","null","15","null","33","null","0","null","14","null","55","null","67","null","11","20","null","null","0","null","14","null","0","null","14","null","31","49","null","null","56","null","57","null","38","null","49","null","117","null","55","null","48","null","59","null","50","null","51","null","0","14","null","null",
"1500000US130670303483","Block Group 3, Census Tract 303.48, Cobb County, Georgia","270","null","90","null","0","null","14","null","0","14","null","null","0","null","14","null","0","null","14","null","0","null","14","null","0","null","14","null","0","14","null","null","0","null","14","null","0","null","14","null","0","14","null","null","0","null","14","null","26","null","45","null","117","null","79","null","30","null","49","null","83","null","64","null","14","24","null","null",
"1500000US130670303484","Block Group 4, Census Tract 303.48, Cobb County, Georgia","338","null","118","null","0","null","14","null","0","14","null","null","0","null","14","null","26","null","36","null","0","null","14","null","0","null","14","null","0","14","null","null","0","null","14","null","0","null","14","null","17","36","null","null","32","null","34","null","72","null","78","null","67","null","62","null","101","null","77","null","23","null","29","null","0","14","null","null",
"1500000US130670303491","Block Group 1, Census Tract 303.49, Cobb County, Georgia","283","null","111","null","0","null","14","null","0","14","null","null","0","null","14","null","0","null","14","null","0","null","14","null","0","null","14","null","24","38","null","null","65","null","93","null","0","null","14","null","42","44","null","null","46","null","67","null","27","null","33","null","72","null","85","null","0","null","14","null","0","null","14","null","7","13","null","null",
"1500000US130670303492","Block Group 2, Census Tract 303.49, Cobb County, Georgia","459","null","136","null","12","null","20","null","0","14","null","null","0","null","14","null","0","null","14","null","43","null","43","null","0","null","14","null","13","21","null","null","0","null","14","null","63","null","66","null","68","68","null","null","28","null","32","null","0","null","14","null","59","null","65","null","0","null","14","null","140","null","127","null","33","36","null","null",
"1500000US130670303493","Block Group 3, Census Tract 303.49, Cobb County, Georgia","470","null","82","null","0","null","14","null","0","14","null","null","0","null","14","null","21","null","35","null","0","null","14","null","110","null","101","null","13","20","null","null","0","null","14","null","10","null","17","null","35","45","null","null","45","null","42","null","23","null","27","null","45","null","42","null","54","null","36","null","32","null","32","null","82","86","null","null",
"1500000US130670303501","Block Group 1, Census Tract 303.50, Cobb County, Georgia","313","null","76","null","15","null","23","null","28","41","null","null","0","null","14","null","12","null","20","null","0","null","14","null","0","null","14","null","7","16","null","null","0","null","14","null","0","null","14","null","16","26","null","null","16","null","27","null","64","null","50","null","41","null","40","null","50","null","54","null","31","null","38","null","33","41","null","null",
"1500000US130670303502","Block Group 2, Census Tract 303.50, Cobb County, Georgia","502","null","85","null","0","null","14","null","12","19","null","null","14","null","24","null","0","null","14","null","18","null","28","null","0","null","14","null","0","14","null","null","0","null","14","null","11","null","18","null","27","34","null","null","49","null","60","null","64","null","55","null","55","null","58","null","116","null","89","null","117","null","64","null","19","31","null","null",
"1500000US130670303511","Block Group 1, Census Tract 303.51, Cobb County, Georgia","432","null","99","null","0","null","14","null","0","14","null","null","0","null","14","null","0","null","14","null","12","null","18","null","0","null","14","null","5","8","null","null","0","null","14","null","11","null","18","null","0","14","null","null","0","null","14","null","18","null","30","null","0","null","14","null","112","null","96","null","132","null","90","null","142","87","null","null",
"1500000US130670303512","Block Group 2, Census Tract 303.51, Cobb County, Georgia","574","null","242","null","0","null","14","null","0","14","null","null","27","null","43","null","0","null","14","null","0","null","14","null","0","null","14","null","0","14","null","null","0","null","14","null","0","null","14","null","11","18","null","null","40","null","58","null","8","null","14","null","13","null","22","null","22","null","26","null","69","null","49","null","384","241","null","null",
"1500000US130670303521","Block Group 1, Census Tract 303.52, Cobb County, Georgia","641","null","125","null","10","null","17","null","0","14","null","null","0","null","14","null","0","null","14","null","0","null","14","null","0","null","14","null","0","14","null","null","0","null","14","null","0","null","14","null","60","64","null","null","23","null","37","null","54","null","51","null","8","null","16","null","28","null","34","null","134","null","85","null","324","95","null","null",
"1500000US130670303522","Block Group 2, Census Tract 303.52, Cobb County, Georgia","792","null","307","null","25","null","37","null","0","14","null","null","0","null","14","null","196","null","292","null","0","null","14","null","0","null","14","null","19","32","null","null","18","null","30","null","0","null","14","null","0","14","null","null","59","null","53","null","98","null","94","null","88","null","110","null","35","null","53","null","32","null","31","null","222","133","null","null",
"1500000US130670303523","Block Group 3, Census Tract 303.52, Cobb County, Georgia","623","null","299","null","21","null","35","null","185","283","null","null","0","null","14","null","0","null","14","null","17","null","28","null","0","null","14","null","0","14","null","null","65","null","85","null","0","null","14","null","21","32","null","null","0","null","14","null","62","null","49","null","10","null","17","null","41","null","43","null","12","null","19","null","189","130","null","null",
"1500000US130670303531","Block Group 1, Census Tract 303.53, Cobb County, Georgia","565","null","156","null","94","null","101","null","0","14","null","null","0","null","14","null","0","null","14","null","0","null","14","null","32","null","36","null","0","14","null","null","46","null","70","null","20","null","34","null","96","105","null","null","37","null","45","null","169","null","95","null","44","null","45","null","0","null","14","null","0","null","14","null","27","35","null","null",
"1500000US130670303532","Block Group 2, Census Tract 303.53, Cobb County, Georgia","370","null","91","null","0","null","14","null","0","14","null","null","12","null","21","null","0","null","14","null","13","null","21","null","51","null","64","null","13","21","null","null","0","null","14","null","0","null","14","null","0","14","null","null","38","null","59","null","35","null","38","null","0","null","14","null","16","null","20","null","4","null","10","null","188","60","null","null",
"1500000US130670303533","Block Group 3, Census Tract 303.53, Cobb County, Georgia","620","null","198","null","14","null","21","null","0","14","null","null","0","null","14","null","0","null","14","null","0","null","14","null","0","null","14","null","0","14","null","null","58","null","72","null","16","null","26","null","18","22","null","null","118","null","149","null","130","null","89","null","63","null","55","null","52","null","46","null","78","null","58","null","73","40","null","null",
"1500000US130670303541","Block Group 1, Census Tract 303.54, Cobb County, Georgia","934","null","174","null","70","null","86","null","0","14","null","null","11","null","19","null","0","null","14","null","14","null","25","null","0","null","14","null","54","57","null","null","13","null","27","null","35","null","54","null","94","66","null","null","59","null","77","null","241","null","133","null","108","null","75","null","75","null","72","null","154","null","100","null","6","12","null","null",
"1500000US130670303542","Block Group 2, Census Tract 303.54, Cobb County, Georgia","642","null","132","null","0","null","14","null","0","14","null","null","0","null","14","null","0","null","14","null","14","null","23","null","0","null","14","null","16","26","null","null","0","null","14","null","11","null","20","null","15","24","null","null","39","null","39","null","67","null","50","null","29","null","32","null","41","null","38","null","72","null","68","null","338","116","null","null",
"1500000US130670303543","Block Group 3, Census Tract 303.54, Cobb County, Georgia","202","null","113","null","0","null","14","null","0","14","null","null","0","null","14","null","0","null","14","null","0","null","14","null","0","null","14","null","0","14","null","null","0","null","14","null","0","null","14","null","0","14","null","null","0","null","14","null","33","null","38","null","35","null","47","null","12","null","21","null","36","null","42","null","86","95","null","null",
"1500000US130670303551","Block Group 1, Census Tract 303.55, Cobb County, Georgia","1098","null","203","null","36","null","65","null","0","14","null","null","0","null","14","null","93","null","137","null","0","null","14","null","27","null","42","null","6","10","null","null","69","null","83","null","6","null","10","null","134","129","null","null","92","null","108","null","202","null","85","null","227","null","142","null","141","null","144","null","33","null","31","null","32","39","null","null",
"1500000US130670303561","Block Group 1, Census Tract 303.56, Cobb County, Georgia","1582","null","220","null","31","null","36","null","0","14","null","null","12","null","20","null","59","null","67","null","71","null","67","null","0","null","14","null","16","25","null","null","114","null","92","null","32","null","36","null","78","62","null","null","300","null","166","null","246","null","117","null","128","null","95","null","342","null","178","null","80","null","68","null","73","78","null","null",
"1500000US130670303562","Block Group 2, Census Tract 303.56, Cobb County, Georgia","724","null","145","null","0","null","14","null","19","30","null","null","0","null","14","null","17","null","27","null","68","null","76","null","0","null","14","null","75","74","null","null","16","null","26","null","18","null","29","null","12","20","null","null","136","null","69","null","78","null","74","null","131","null","90","null","63","null","74","null","22","null","28","null","69","51","null","null",
"1500000US130670303563","Block Group 3, Census Tract 303.56, Cobb County, Georgia","333","null","245","null","0","null","14","null","0","14","null","null","0","null","14","null","0","null","14","null","19","null","29","null","0","null","14","null","0","14","null","null","0","null","14","null","0","null","14","null","57","52","null","null","0","null","14","null","20","null","32","null","74","null","86","null","0","null","14","null","0","null","14","null","163","226","null","null",
"1500000US130670303571","Block Group 1, Census Tract 303.57, Cobb County, Georgia","434","null","121","null","0","null","14","null","0","14","null","null","0","null","14","null","0","null","14","null","0","null","14","null","0","null","14","null","18","27","null","null","0","null","14","null","0","null","14","null","40","41","null","null","46","null","55","null","51","null","68","null","0","null","14","null","124","null","84","null","91","null","69","null","64","44","null","null",
"1500000US130670303572","Block Group 2, Census Tract 303.57, Cobb County, Georgia","327","null","76","null","0","null","14","null","0","14","null","null","0","null","14","null","12","null","21","null","0","null","14","null","0","null","14","null","0","14","null","null","0","null","14","null","0","null","14","null","0","14","null","null","0","null","14","null","42","null","34","null","16","null","26","null","38","null","35","null","34","null","37","null","185","73","null","null",
"1500000US130670303581","Block Group 1, Census Tract 303.58, Cobb County, Georgia","657","null","119","null","77","null","68","null","0","14","null","null","0","null","14","null","0","null","14","null","17","null","24","null","23","null","36","null","33","49","null","null","0","null","14","null","0","null","14","null","10","16","null","null","32","null","28","null","90","null","62","null","113","null","112","null","45","null","40","null","43","null","48","null","174","82","null","null",
"1500000US130670303582","Block Group 2, Census Tract 303.58, Cobb County, Georgia","645","null","268","null","12","null","21","null","0","14","null","null","11","null","18","null","4","null","10","null","0","null","14","null","0","null","14","null","0","14","null","null","0","null","14","null","70","null","63","null","6","13","null","null","155","null","255","null","25","null","23","null","77","null","73","null","48","null","42","null","176","null","86","null","61","47","null","null",
"1500000US130670303591","Block Group 1, Census Tract 303.59, Cobb County, Georgia","555","null","107","null","0","null","14","null","0","14","null","null","0","null","14","null","18","null","28","null","18","null","28","null","0","null","14","null","0","14","null","null","0","null","14","null","66","null","70","null","14","23","null","null","13","null","20","null","51","null","58","null","12","null","20","null","60","null","52","null","119","null","71","null","184","99","null","null",
"1500000US130670303592","Block Group 2, Census Tract 303.59, Cobb County, Georgia","401","null","81","null","0","null","14","null","18","29","null","null","36","null","40","null","0","null","14","null","0","null","14","null","0","null","14","null","0","14","null","null","0","null","14","null","46","null","43","null","0","14","null","null","14","null","21","null","22","null","31","null","32","null","44","null","0","null","14","null","67","null","54","null","166","63","null","null",
"1500000US130670303593","Block Group 3, Census Tract 303.59, Cobb County, Georgia","530","null","94","null","19","null","31","null","0","14","null","null","0","null","14","null","0","null","14","null","0","null","14","null","0","null","14","null","38","50","null","null","14","null","22","null","18","null","23","null","0","14","null","null","38","null","40","null","36","null","40","null","53","null","57","null","74","null","44","null","153","null","96","null","87","52","null","null",
"1500000US130670303601","Block Group 1, Census Tract 303.60, Cobb County, Georgia","478","null","135","null","42","null","36","null","0","14","null","null","0","null","14","null","0","null","14","null","0","null","14","null","0","null","14","null","0","14","null","null","0","null","14","null","0","null","14","null","0","14","null","null","21","null","37","null","33","null","43","null","16","null","24","null","73","null","56","null","100","null","91","null","193","103","null","null",
"1500000US130670303602","Block Group 2, Census Tract 303.60, Cobb County, Georgia","320","null","82","null","33","null","43","null","0","14","null","null","0","null","14","null","0","null","14","null","0","null","14","null","16","null","31","null","0","14","null","null","0","null","14","null","0","null","14","null","0","14","null","null","0","null","14","null","0","null","14","null","0","null","14","null","61","null","56","null","74","null","38","null","136","76","null","null",
"1500000US130670303611","Block Group 1, Census Tract 303.61, Cobb County, Georgia","561","null","181","null","60","null","76","null","16","25","null","null","0","null","14","null","0","null","14","null","11","null","18","null","42","null","46","null","64","95","null","null","14","null","21","null","0","null","14","null","37","36","null","null","13","null","22","null","100","null","131","null","80","null","67","null","101","null","102","null","23","null","27","null","0","14","null","null",
"1500000US130670303612","Block Group 2, Census Tract 303.61, Cobb County, Georgia","472","null","129","null","15","null","24","null","0","14","null","null","11","null","18","null","58","null","73","null","34","null","52","null","0","null","14","null","0","14","null","null","0","null","14","null","0","null","14","null","10","17","null","null","38","null","38","null","63","null","47","null","110","null","79","null","29","null","34","null","12","null","20","null","92","100","null","null",
"1500000US130670303613","Block Group 3, Census Tract 303.61, Cobb County, Georgia","439","null","175","null","62","null","91","null","0","14","null","null","0","null","14","null","0","null","14","null","0","null","14","null","19","null","32","null","0","14","null","null","30","null","41","null","0","null","14","null","0","14","null","null","33","null","42","null","47","null","56","null","67","null","45","null","43","null","54","null","33","null","40","null","105","162","null","null",
"1500000US130670303621","Block Group 1, Census Tract 303.62, Cobb County, Georgia","318","null","92","null","0","null","14","null","0","14","null","null","0","null","14","null","0","null","14","null","12","null","18","null","0","null","14","null","0","14","null","null","0","null","14","null","0","null","14","null","24","30","null","null","36","null","34","null","54","null","41","null","55","null","58","null","34","null","43","null","54","null","56","null","49","47","null","null",
"1500000US130670303622","Block Group 2, Census Tract 303.62, Cobb County, Georgia","895","null","243","null","13","null","22","null","63","66","null","null","37","null","43","null","0","null","14","null","0","null","14","null","28","null","46","null","0","14","null","null","28","null","34","null","0","null","14","null","54","52","null","null","48","null","48","null","217","null","244","null","77","null","52","null","94","null","72","null","74","null","61","null","162","98","null","null",
"1500000US130670303631","Block Group 1, Census Tract 303.63, Cobb County, Georgia","534","null","178","null","0","null","14","null","13","20","null","null","22","null","37","null","17","null","29","null","0","null","14","null","15","null","25","null","0","14","null","null","15","null","22","null","0","null","14","null","41","65","null","null","0","null","14","null","55","null","39","null","169","null","85","null","55","null","52","null","0","null","14","null","132","174","null","null",
"1500000US130670303632","Block Group 2, Census Tract 303.63, Cobb County, Georgia","826","null","244","null","0","null","14","null","14","24","null","null","0","null","14","null","192","null","238","null","27","null","50","null","0","null","14","null","0","14","null","null","25","null","26","null","52","null","53","null","58","58","null","null","171","null","88","null","69","null","54","null","71","null","50","null","45","null","51","null","18","null","31","null","84","45","null","null",
"1500000US130670303641","Block Group 1, Census Tract 303.64, Cobb County, Georgia","509","null","118","null","7","null","12","null","0","14","null","null","0","null","14","null","0","null","14","null","0","null","14","null","0","null","14","null","0","14","null","null","27","null","33","null","42","null","54","null","84","80","null","null","15","null","25","null","91","null","77","null","60","null","47","null","36","null","42","null","71","null","60","null","76","44","null","null",
"1500000US130670303642","Block Group 2, Census Tract 303.64, Cobb County, Georgia","399","null","94","null","0","null","14","null","0","14","null","null","34","null","56","null","0","null","14","null","0","null","14","null","6","null","11","null","0","14","null","null","0","null","14","null","31","null","37","null","27","40","null","null","53","null","48","null","68","null","50","null","56","null","57","null","26","null","30","null","65","null","43","null","33","37","null","null",
"1500000US130670303651","Block Group 1, Census Tract 303.65, Cobb County, Georgia","425","null","90","null","0","null","14","null","0","14","null","null","0","null","14","null","0","null","14","null","0","null","14","null","0","null","14","null","0","14","null","null","0","null","14","null","0","null","14","null","38","63","null","null","20","null","24","null","26","null","28","null","22","null","25","null","59","null","56","null","96","null","65","null","164","84","null","null",
"1500000US130670303652","Block Group 2, Census Tract 303.65, Cobb County, Georgia","689","null","177","null","79","null","60","null","0","14","null","null","0","null","14","null","0","null","14","null","0","null","14","null","0","null","14","null","58","67","null","null","10","null","18","null","0","null","14","null","0","14","null","null","35","null","45","null","52","null","45","null","32","null","31","null","122","null","83","null","126","null","153","null","175","69","null","null",
"1500000US130670303661","Block Group 1, Census Tract 303.66, Cobb County, Georgia","511","null","92","null","0","null","14","null","0","14","null","null","26","null","45","null","0","null","14","null","16","null","27","null","0","null","14","null","0","14","null","null","16","null","26","null","25","null","38","null","0","14","null","null","5","null","14","null","54","null","55","null","25","null","32","null","13","null","19","null","66","null","44","null","265","96","null","null",
"1500000US130670303662","Block Group 2, Census Tract 303.66, Cobb County, Georgia","552","null","247","null","4","null","11","null","0","14","null","null","0","null","14","null","15","null","23","null","0","null","14","null","15","null","23","null","0","14","null","null","0","null","14","null","0","null","14","null","42","46","null","null","8","null","16","null","32","null","39","null","12","null","22","null","24","null","44","null","113","null","81","null","287","243","null","null",
"1500000US130670303671","Block Group 1, Census Tract 303.67, Cobb County, Georgia","333","null","70","null","12","null","18","null","0","14","null","null","0","null","14","null","0","null","14","null","0","null","14","null","21","null","27","null","0","14","null","null","0","null","14","null","0","null","14","null","0","14","null","null","29","null","37","null","61","null","42","null","28","null","29","null","53","null","47","null","32","null","37","null","97","46","null","null",
"1500000US130670303672","Block Group 2, Census Tract 303.67, Cobb County, Georgia","496","null","92","null","0","null","14","null","0","14","null","null","0","null","14","null","10","null","15","null","14","null","22","null","18","null","24","null","0","14","null","null","18","null","30","null","40","null","61","null","0","14","null","null","0","null","14","null","0","null","14","null","0","null","14","null","28","null","35","null","80","null","49","null","288","102","null","null",
"1500000US130670303681","Block Group 1, Census Tract 303.68, Cobb County, Georgia","191","null","64","null","10","null","16","null","0","14","null","null","0","null","14","null","0","null","14","null","0","null","14","null","20","null","30","null","0","14","null","null","18","null","29","null","0","null","14","null","20","33","null","null","0","null","14","null","32","null","34","null","47","null","54","null","0","null","14","null","44","null","41","null","0","14","null","null",
"1500000US130670303682","Block Group 2, Census Tract 303.68, Cobb County, Georgia","749","null","148","null","0","null","14","null","37","42","null","null","18","null","29","null","0","null","14","null","0","null","14","null","18","null","27","null","0","14","null","null","20","null","31","null","62","null","56","null","0","14","null","null","21","null","35","null","85","null","69","null","45","null","39","null","35","null","29","null","252","null","175","null","156","84","null","null",
